INLINE gCharacterDataFE4_Bosses,Name,Description,ID,Support Class,Portrait,Map Portrait,Affinity,Unit Sort Order,Lv,HP,Atk,Skl,Spd,Def,Res,Luck,Con,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,N/A,N/A,N/A,N/A,N/A,CharClassAbility,Support Data Ptr,N/A (Conversation Group),N/A,N/A,N/A
0x53 Caellach (Ch 15),0x244,0x29f,0x53,0x11,0x43,0x0,ThunderAffinity,0x0,12,25,13,5,3,7,11,14,2,ARank,NoRank,SRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,45,45,30,20,20,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x54 Pablo (Ch 13A),0x241,0x29c,0x54,0x27,0x3a,0x0,IceAffinity,0x0,7,14,8,5,8,2,12,9,0,NoRank,NoRank,NoRank,NoRank,CRank,BRank,CRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x55 -,0x267,0x0,0x55,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x56 Gorgon (Ch 18),0x255,0x2b1,0x56,0x61,0x0,0x4,DarkAffinity,0x0,15,25,10,11,7,5,12,3,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,85,65,20,40,15,40,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x57 Riev (Ch 19 & 20),0x246,0x2a0,0x57,0x2b,0x48,0x0,DarkAffinity,0x0,16,28,10,17,15,13,10,9,0,NoRank,NoRank,NoRank,NoRank,ARank,NoRank,SRank,NoRank,75,45,50,40,20,45,15,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x58 -,0x267,0x0,0x58,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x59 -,0x267,0x0,0x59,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5A Gheb (Ch 9B),0x247,0x2a1,0x5a,0x40,0x3d,0x0,ThunderAffinity,0x0,5,17,10,3,0,8,5,1,3,NoRank,NoRank,ARank,DRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5B Beran (Ch 10B),0x248,0x2a2,0x5b,0x1d,0x3e,0x0,IceAffinity,0x0,7,22,8,7,7,8,9,6,0,BRank,NoRank,NoRank,ARank,NoRank,NoRank,NoRank,NoRank,85,50,35,35,25,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5C Cyclops (Ch 12B),0x255,0x2b1,0x5c,0x5a,0x0,0x4,DarkAffinity,0x0,9,18,7,3,3,2,10,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,35,35,25,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5D Wight (Ch 11A),0x255,0x2b1,0x5d,0x56,0x0,0x4,DarkAffinity,0x0,8,15,5,10,7,4,7,1,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5E Deathgoyle (Ch 11B),0x255,0x2b1,0x5e,0x64,0x0,0x4,DarkAffinity,0x0,8,14,5,9,6,4,4,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x5F Entombed (Monster Boss),0x255,0x2b1,0x5f,0x53,0x0,0x4,DarkAffinity,0x0,1,7,2,2,1,2,2,1,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,35,35,15,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x60 -,0x267,0x0,0x60,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x61 -,0x267,0x0,0x61,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x62 -,0x267,0x0,0x62,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x63 -,0x267,0x0,0x63,0x41,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x64 Hunter,0x250,0x2ac,0x64,0xd,0x0,0x6,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x65 Bandit (Carcino?),0x24f,0x2ad,0x65,0x41,0x0,0x6,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x66 Brigand,0x24f,0x2ad,0x66,0x41,0x4c,0x6,ThunderAffinity,0x0,1,2,2,2,2,2,2,2,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x67 Bandit (Unused?),0x24f,0x2ad,0x67,0x41,0x4d,0x6,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x68 O'Neill (Prologue),0x249,0x2a3,0x68,0x3f,0x30,0x0,FireAffinity,0x0,4,3,1,2,3,0,0,0,0,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x69 Glen (Cutscene),0x24a,0x2a4,0x69,0x21,0x4b,0x0,WindAffinity,0x0,12,21,11,12,6,8,4,7,1,BRank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x6A Zonta (Ch 5x),0x24b,0x2a5,0x6a,0xf,0x35,0x0,LightAffinity,0x0,8,7,5,0,1,2,6,4,0,CRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x6B Vigarde (Ch 14B),0x24c,0x2a6,0x6b,0xb,0x40,0x0,AnimaAffinity,0x0,13,31,13,10,8,7,9,9,2,ARank,SRank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,85,50,10,10,10,15,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x6C Lyon (Ch Final),0x234,0x2a7,0x6c,0x4f,0x4a,0x0,IceAffinity,0x0,18,55,20,15,10,23,21,9,0,NoRank,NoRank,NoRank,NoRank,ARank,NoRank,NoRank,SRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x6D Orson (Ch 16),0x236,0x2a8,0x6d,0x7,0x44,0x0,DarkAffinity,0x0,13,25,11,11,7,6,8,6,1,ARank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
0x6E -,VillagerName,VillagerDesc,0x6e,1,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x6F -,VillagerName,VillagerDesc,0x6f,1,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Arvis,ArvisName,ArvisDesc,0x70,Baron,ArvisMug,0x0,NoAffinity,0x0,20,35,15,15,15,15,15,4,0,ARank,NoRank,NoRank,NoRank,NoRank,SRank,NoRank,NoRank,80,105,35,40,30,25,45,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
RobertoFE4,RobertoFE4Name,RobertoFE4Desc,0x71,Paladin,RobertoFE4Mug,0x0,NoAffinity,0x0,16,30,12,13,15,12,14,15,0,BRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,100,30,30,30,30,10,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Boyce,BoyceName,BoyceDesc,0x72,Swordmaster,BoyceMug,0x0,NoAffinity,0x0,17,32,14,13,12,12,9,11,0,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,100,30,30,30,30,10,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Rodan,RodanName,RodanDesc,0x73,Bishop,RodanMug,0x0,NoAffinity,0x0,18,28,8,8,8,2,8,0,0,NoRank,NoRank,NoRank,NoRank,BRank,CRank,NoRank,NoRank,100,30,30,30,10,30,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Yupheel,YupheelName,YupheelDesc,0x74,Druid,YupheelMug,0x0,NoAffinity,0x0,19,29,8,8,8,2,8,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,100,30,30,30,10,30,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Fisher,FisherName,FisherDesc,0x75,GreatKnight,FisherMug,0x0,NoAffinity,0x0,17,27,8,8,8,8,2,0,0,NoRank,NoRank,ARank,NoRank,NoRank,NoRank,NoRank,NoRank,100,30,30,30,30,10,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Brian,BrianName,BrianDesc,0x76,GreatKnight,BrianMug,0x0,NoAffinity,0x0,20,40,15,12,14,15,10,12,0,NoRank,NoRank,SRank,NoRank,NoRank,NoRank,NoRank,NoRank,140,30,30,30,90,10,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Dagon,DagonName,DagonDesc,0x77,Druid,DagonMug,0x0,NoAffinity,0x0,19,29,8,8,8,2,8,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,100,30,30,30,10,30,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Scipio,ScipioName,ScipioDesc,0x78,Ranger,ScipioMug,0x0,NoAffinity,0x0,19,40,14,10,11,12,6,12,0,NoRank,NoRank,NoRank,CRank,NoRank,NoRank,NoRank,NoRank,100,30,30,30,30,10,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Baran,BaranName,BaranDesc,0x79,Druid,BaranMug,0x0,NoAffinity,0x0,19,29,8,8,8,2,8,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,100,30,30,30,10,30,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
Meng,MengName,MengDesc,0x7a,FalcoKnight,MengMug,0x0,NoAffinity,0x0,15,25,12,13,15,15,15,30,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,120,30,30,60,30,10,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsFemale,0x0,0x0,0x0,0x0,0x0
Breg,BregName,BregDesc,0x7b,FalcoKnight,BregMug,0x0,NoAffinity,0x0,15,25,12,13,15,15,15,30,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,120,30,30,60,30,10,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsFemale,0x0,0x0,0x0,0x0,0x0
Meibel,MeibelName,MeibelDesc,0x7c,FalcoKnight,MeibelMug,0x0,NoAffinity,0x0,15,25,12,13,15,15,15,30,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,120,30,30,60,30,10,0,0x0,0x0,0x0,0x0,0x0,TriangleAttack|IsFemale,0x0,0x0,0x0,0x0,0x0
Manfroy,ManfroyName,ManfroyDesc,0x7d,Druid,ManfroyMug,0x0,NoAffinity,0x0,20,40,14,15,14,13,15,6,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,ARank,100,30,30,30,10,30,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x7E -,VillagerName,VillagerDesc,0x7e,1,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x7F -,0x24d,0x2a9,0x7f,0x5,0x0,0x3,NoAffinity,0x0,1,3,2,1,2,2,0,1,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x80 Grado Soldier (Main),0x24d,0x2a9,0x80,0x3f,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x81 -,0x24d,0x2a9,0x81,0x19,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x82 -,0x24d,0x2a9,0x82,0x3f,0x0,0x3,NoAffinity,0x0,1,2,0,-1,-3,3,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x83 -,0x24d,0x2a9,0x83,0x4e,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x84 -,0x24d,0x2a9,0x84,0x9,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x85 -,0x24d,0x2a9,0x85,0x5,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x86 -,0x24d,0x2a9,0x86,0x13,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x87 -,0x24d,0x2a9,0x87,0xf,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x88 -,0x24d,0x2a9,0x88,0xd,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x89 Grado (Duessel's),0x24d,0x2a9,0x89,0x25,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x8A Grado (Duessel's),0x24d,0x2a9,0x8a,0x44,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x8B Grado (Duessel's),0x24d,0x2a9,0x8b,0x2d,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x8C Grado,0x24d,0x2a9,0x8c,0x4b,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,0x0,0x0,0x0
0x8D Grado Remnant (Main),0x24e,0x2aa,0x8d,0x9,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x8E Cutthroat,0x254,0x2ae,0x8e,0x41,0x0,0x6,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x8F Grado Remnant (Cutscene/C16),0x24e,0x2aa,0x8f,0x5,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x90 Grado Remnant (C16),0x24e,0x2aa,0x90,0x2d,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x91 Grado Remnant (C16),0x24e,0x2aa,0x91,0x25,0x0,0x3,NoAffinity,0x0,1,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,60,20,30,35,15,15,25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x92 Wraith (Sage),0x267,0x0,0x92,0x41,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x93 Wraith (Swords),0x267,0x0,0x93,0x41,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x94 Wraith (Axes),0x267,0x0,0x94,0x41,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x95 -,VillagerName,VillagerDesc,0x95,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x96 -,VillagerName,VillagerDesc,0x96,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x97 -,VillagerName,VillagerDesc,0x97,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x98 -,VillagerName,VillagerDesc,0x98,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x99 -,VillagerName,VillagerDesc,0x99,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9A -,VillagerName,VillagerDesc,0x9a,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9B -,VillagerName,VillagerDesc,0x9b,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9C -,VillagerName,VillagerDesc,0x9c,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9D -,VillagerName,VillagerDesc,0x9d,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9E -,VillagerName,VillagerDesc,0x9e,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0x9F -,VillagerName,VillagerDesc,0x9f,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA0 -,VillagerName,VillagerDesc,0xa0,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA1 -,VillagerName,VillagerDesc,0xa1,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA2 -,VillagerName,VillagerDesc,0xa2,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA3 -,VillagerName,VillagerDesc,0xa3,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA4 -,VillagerName,VillagerDesc,0xa4,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
0xA5 -,VillagerName,VillagerDesc,0xa5,1,0x0,0x3,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
